Category,Cooking Method,Protein (g),Total fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Trans Fat (g),Saturated Fat (g),Carbohydrate (g),Total Sugars (g),Fiber (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (μg),Zinc (mg),Selenium (mg),Vitamin A (RAE),Thiamin (mg),Riboflavin (mg),Vitamin B6 (mg),Vitamin B12 (μg),Vitamin C (mg),"Vitamin D (D2 + D3), IU",Vitamin E (mg),Vitamin K (μg),Niacin (mg),Folate (μg),Choline (mg),Pantothenic acid (mg),Biotin (μg),Lysine (mg),Methionine (mg),Histidine (mg),Isoleucine (mg),Leucine (mg),Phenylalanine (mg),Threonine (mg),Tryptophan (mg),Valine (mg),Cystine (mg)
Cheese,Baked,"0,95",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,75",1,"0,75","0,55","0,65",1,1,1,1,"0,8","0,75","0,75","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Cheese,Fry in Oven,"0,95",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,75","0,95","0,75","0,9","0,7",1,1,1,"0,95","0,5","0,75","0,75","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Cheese,Stewed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,95","0,8","0,9","0,7",1,1,1,"0,95","0,5","0,75","0,8","0,9","0,95","0,95",1,1,1,1,1,1,1,"0,95"
Cheese,Boiled,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,9","0,95","0,7",1,1,1,"0,95","0,8","0,75","0,9","0,95",1,1,1,1,1,1,1,1,1,1
Cheese,Reheated,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95",1,"0,95","0,95","0,95",1,1,1,1,"0,95","0,95","0,75","0,9","0,95","0,95",1,1,1,1,1,1,1,"0,95"
Cheese,Broiled,"0,95",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,75",1,"0,75","0,55","0,65",1,1,1,1,"0,8","0,75","0,75","0,9","0,95","0,95",1,1,1,1,1,1,1,"0,95"
Eggs,Baked,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,85","0,95","0,95","0,85","0,8","0,9","0,9",1,"0,9","0,75","0,8","0,8","0,9",1,1,1,1,1,1,1,1,1,1
Eggs,Fried,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,85","0,95","0,95","0,85","0,8","0,9","0,9",1,"0,95","0,75","0,85","0,8","0,9",1,1,1,1,1,1,1,1,1,1
Eggs,Hard cooked (boiled),1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"0,85","0,95","0,95","0,85","0,8","0,95",1,1,"0,95","0,75","0,8","0,8","0,8",1,1,1,1,1,1,1,1,1,1
Eggs,Poached,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"0,8","0,85","0,85","0,8","0,8","0,95",1,1,"0,85","0,75","0,8","0,8","0,8",1,1,1,1,1,1,1,1,1,1
Eggs,Reheated,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95",1,"0,95","0,95","0,95","0,9","0,9",1,1,"0,95","0,85","0,8","0,9",1,1,1,1,1,1,1,1,1,1
Milk,"Heated, 10min",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9",1,"0,9","0,8","0,85",1,1,1,1,"0,85","0,9","0,9","0,95",1,1,1,1,1,1,1,1,1,1
Milk,"Heated, 30min",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,75",1,"0,75","0,55","0,65",1,1,1,1,"0,8","0,75","0,9","0,95",1,1,1,1,1,1,1,1,1,1
Milk,"Heated, 1 hour",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,6",1,"0,55","0,3","0,45",1,1,1,1,"0,7","0,6","0,9","0,95",1,1,1,1,1,1,1,1,1,1
Milk,Reheated,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,95",1,"0,95","0,95","0,95",1,1,1,1,"0,95","0,95","0,9","0,95",1,1,1,1,1,1,1,1,1,1
Milk,Stewed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,95","0,8","0,9","0,7",1,1,1,"0,95","0,5","0,75","0,8","0,9","0,95","0,95",1,1,1,1,1,1,1,"0,95"
Milk,Fry in Oven,"0,95",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,75","0,95","0,75","0,9","0,7",1,1,1,"0,95","0,5","0,75","0,75","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Milk Product,Boiled,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,9","0,95","0,9","0,95","0,7",1,1,1,"0,95","0,8","0,75","0,9","0,95",1,1,1,1,1,1,1,1,1,1
Milk Product,Stewed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,95","0,8","0,9","0,7",1,1,1,"0,95","0,5","0,75","0,8","0,9","0,95","0,95",1,1,1,1,1,1,1,"0,95"
Milk Product,Fry in Oven,"0,95",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,75","0,95","0,75","0,9","0,7",1,1,1,"0,95","0,5","0,75","0,75","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Beef ,"Stew, braise, medium, - Cooking liquid","0,95","0,85","0,85","0,85","0,85","0,85","0,95","0,95",1,"0,75","0,75",1,"0,95","0,9",1,1,1,1,"0,75","0,65","0,85","0,65","0,6","0,8","0,85","0,85","0,85","0,85","0,65","0,9","0,85","0,85","0,95","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Beef ,"Stew, braise, medium, + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,7",1,"0,7","0,75","0,85","0,9",1,1,"0,9","0,7","0,9","0,9","0,9",1,1,1,1,1,1,1,1,1,1
Beef ,"Fry in pan, medium - Cooking liquid","0,96","0,85","0,85","0,85","0,85","0,85","0,95","0,95",1,"0,85","0,85",1,"0,95","0,9",1,1,1,1,"0,75","0,7","0,9","0,7","0,8","0,8","0,85","0,9","0,9","0,9","0,85","0,9","0,9","0,95","0,95","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Beef ,"Fry in pan, medium + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,7",1,"0,7","0,75","0,85","0,9",1,1,"0,9","0,7","0,9","0,9","0,9",1,1,1,1,1,1,1,1,1,1
Beef ,"Fry in oven, medium - Cooking liquid","0,96","0,85","0,85","0,85","0,85","0,85","0,95","0,95",1,"0,85","0,85",1,"0,95","0,9",1,1,1,1,"0,75","0,7","0,9","0,7","0,8","0,8","0,85","0,9","0,9","0,9","0,85","0,9","0,9","0,95","0,95","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Beef ,"Fry in oven, medium + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,7",1,"0,7","0,75","0,85","0,9",1,1,"0,9","0,7","0,9","0,9","0,9",1,1,1,1,1,1,1,1,1,1
Beef ,"Deep fry, medium ","0,95",1,1,1,1,1,"0,95","0,95",1,"0,85","0,6","0,9","0,85","0,85","0,96",1,1,1,"0,75","0,7","0,9","0,7","0,8","0,8","0,9","0,9","0,9","0,9","0,85","0,9","0,9","0,95","0,95","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Beef ,"Boiled, well done - Cooking liquid","0,9","0,75","0,75","0,75","0,75","0,75","0,9","0,9",1,"0,45","0,5","0,8","0,6","0,65",1,"0,95",1,1,"0,75","0,4","0,8","0,4","0,6","0,75","0,75","0,75","0,75","0,5","0,65","0,9","0,6","0,7","0,85","0,75","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Beef ,"Boiled, well done + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,6","0,7","0,75","0,8",1,1,"0,8","0,8","0,9","0,8","0,9","0,93","0,8",1,1,1,1,1,1,1,"0,9"
Beef ,"Steamed, well done - Cooking liquid","0,9","0,75","0,75","0,75","0,75","0,75","0,9","0,9",1,"0,45","0,5","0,8","0,6","0,65",1,"0,95",1,1,"0,75","0,4","0,8","0,4","0,6","0,75","0,75","0,75","0,75","0,5","0,65","0,9","0,6","0,7","0,85","0,75","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Beef ,"Steamed, well done + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,6","0,7","0,75","0,8",1,1,"0,8","0,8","0,9","0,8","0,9","0,93","0,8",1,1,1,1,1,1,1,"0,9"
Beef ,"Stew, braise, well done - Cooking liquid","0,92","0,75","0,75","0,75","0,75","0,75","0,95","0,95",1,"0,45","0,5","0,85","0,65","0,8",1,1,1,1,"0,75","0,45","0,85","0,45","0,6","0,8","0,75","0,75","0,75","0,6","0,65","0,9","0,7","0,7","0,85","0,75","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Beef ,"Stew, braise, well done + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,6","0,75","0,85","0,8",1,1,"0,8","0,7","0,9","0,8","0,9","0,93","0,85",1,1,1,1,1,1,1,"0,85"
Beef ,"Fry in pan, well done - Cooking liquid","0,95","0,75","0,75","0,75","0,75","0,75",1,1,1,"0,85","0,6","0,9","0,85","0,85","0,96",1,1,1,"0,55","0,45","0,85","0,45","0,7","0,75","0,55","0,55","0,55","0,8","0,85","0,9","0,8","0,9","0,9","0,85","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Beef ,"Fry in pan, well done + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,6","0,75","0,85","0,8",1,1,"0,8","0,7","0,9","0,8","0,9","0,93","0,85",1,1,1,1,1,1,1,"0,85"
Beef ,"Fry in oven, well done - Cooking liquid","0,95","0,75","0,75","0,75","0,75","0,75",1,1,1,"0,85","0,6","0,9","0,85","0,85","0,96",1,1,1,"0,55","0,45","0,85","0,45","0,7","0,75","0,55","0,55","0,55","0,8","0,85","0,9","0,8","0,9","0,9","0,85","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Beef ,"Fry in oven, well done + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,6","0,75","0,85","0,8",1,1,"0,8","0,7","0,9","0,8","0,9","0,93","0,85",1,1,1,1,1,1,1,"0,85"
Beef ,"Deep fry, well done","0,95",1,1,1,1,1,1,1,1,"0,85","0,6","0,9","0,85","0,85","0,96",1,1,1,"0,85","0,45","0,85","0,45","0,7","0,75","0,85","0,85","0,85","0,8","0,85","0,9","0,8","0,9","0,9","0,85","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Beef ,"Fry in pan, breaded","0,98",1,1,1,1,1,"0,95","0,95",1,1,"0,9",1,1,"0,95",1,1,1,1,"0,75","0,85",1,"0,8","0,8","0,8","0,8",1,1,"0,9","0,85","0,9","0,9","0,95","0,9","0,9",1,1,1,1,1,1,1,"0,9"
Beef ,"Fry in oven, breaded","0,98",1,1,1,1,1,"0,95","0,95",1,1,"0,9",1,1,"0,95",1,1,1,1,"0,75","0,85",1,"0,8","0,8","0,8","0,8",1,1,"0,9","0,85","0,9","0,9","0,95","0,9","0,9",1,1,1,1,1,1,1,"0,9"
Beef ,"Deep fry, breaded","0,98",1,1,1,1,1,"0,95","0,95",1,1,"0,9",1,1,"0,95",1,1,1,1,"0,75","0,85",1,"0,8","0,8","0,8","0,8",1,1,"0,9","0,85","0,9","0,9","0,95","0,9","0,9",1,1,1,1,1,1,1,"0,9"
Ground beef,Broiled,"0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,"0,85","0,85",1,"0,85","0,9","0,95",1,1,1,"0,75","0,8","0,95","0,6","0,8","0,8","0,8",1,1,"0,8","0,85","0,9","0,8","0,9","0,93","0,85",1,1,1,1,1,1,1,"0,9"
Ground beef,"Baked, - Cooking liquid","0,95","0,75","0,75","0,75","0,75","0,75",1,1,1,"0,55","0,55","0,8","0,65","0,65",1,"0,95",1,1,"0,75","0,45","0,85","0,35","0,6","0,8","0,55","0,55","0,55","0,55","0,65","0,9","0,8","0,9","0,9","0,85","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Ground beef,"Baked, + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,5","0,75","0,85","0,8",1,1,"0,9","0,7","0,9","0,8","0,9","0,93","0,85",1,1,1,1,1,1,1,"0,85"
Ground beef,"Simmer, - Cooking liquid","0,92","0,75","0,75","0,75","0,75","0,75","0,95","0,95",1,"0,55","0,55","0,8","0,65","0,65",1,"0,95",1,1,"0,75","0,45","0,85","0,35","0,6","0,8","0,75","0,75","0,75","0,55","0,65","0,9","0,7","0,7","0,85","0,75","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Ground beef,"Simmer, + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,5","0,75","0,85","0,8",1,1,"0,9","0,7","0,9","0,8","0,9","0,93","0,85",1,1,1,1,1,1,1,"0,85"
Ground beef,"Browned, simmer, - Cooking liquid","0,92","0,75","0,75","0,75","0,75","0,75","0,95","0,95",1,"0,55","0,55","0,8","0,65","0,65",1,"0,95",1,1,"0,75","0,45","0,85","0,35","0,6","0,8","0,75","0,75","0,75","0,55","0,65","0,9","0,7","0,7","0,85","0,75","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Ground beef,"Browned, simmer, + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,5","0,75","0,85","0,8",1,1,"0,9","0,7","0,9","0,8","0,9","0,93","0,85",1,1,1,1,1,1,1,"0,85"
Veal,"Stew, braise, medium, - Cooking liquid","0,95","0,85","0,85","0,85","0,85","0,85","0,95","0,95",1,"0,75","0,75",1,"0,95","0,9",1,1,1,1,"0,75","0,65","0,85","0,65","0,6","0,8","0,85","0,85","0,85","0,85","0,65","0,9","0,85","0,85","0,95","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Veal,"Stew, braise, medium, + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,7",1,"0,7","0,75","0,85","0,9",1,1,"0,9","0,7","0,9","0,9","0,9",1,1,1,1,1,1,1,1,1,1
Veal,"Fry in pan, medium - Cooking liquid","0,96","0,85","0,85","0,85","0,85","0,85","0,95","0,95",1,"0,85","0,85",1,"0,95","0,9",1,1,1,1,"0,75","0,7","0,9","0,7","0,8","0,8","0,85","0,9","0,9","0,9","0,85","0,9","0,9","0,95","0,95","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Veal,"Fry in pan, medium + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,7",1,"0,7","0,75","0,85","0,9",1,1,"0,9","0,7","0,9","0,9","0,9",1,1,1,1,1,1,1,1,1,1
Veal,"Fry in oven, medium - Cooking liquid","0,96","0,85","0,85","0,85","0,85","0,85","0,95","0,95",1,"0,85","0,85",1,"0,95","0,9",1,1,1,1,"0,75","0,7","0,9","0,7","0,8","0,8","0,85","0,9","0,9","0,9","0,85","0,9","0,9","0,95","0,95","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Veal,"Fry in oven, medium + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,7",1,"0,7","0,75","0,85","0,9",1,1,"0,9","0,7","0,9","0,9","0,9",1,1,1,1,1,1,1,1,1,1
Veal,"Deep fry, medium ","0,95",1,1,1,1,1,"0,95","0,95",1,"0,85","0,6","0,9","0,85","0,85","0,96",1,1,1,"0,75","0,7","0,9","0,7","0,8","0,8","0,9","0,9","0,9","0,9","0,85","0,9","0,9","0,95","0,95","0,9","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,95"
Veal,"Boiled, well done - Cooking liquid","0,9","0,75","0,75","0,75","0,75","0,75","0,9","0,9",1,"0,45","0,5","0,8","0,6","0,65",1,"0,95",1,1,"0,75","0,4","0,8","0,4","0,6","0,75","0,75","0,75","0,75","0,5","0,65","0,9","0,6","0,7","0,85","0,75","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Veal,"Boiled, well done + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,6","0,7","0,75","0,8",1,1,"0,8","0,8","0,9","0,8","0,9","0,93","0,8",1,1,1,1,1,1,1,"0,9"
Veal,"Steamed, well done - Cooking liquid","0,9","0,75","0,75","0,75","0,75","0,75","0,9","0,9",1,"0,45","0,5","0,8","0,6","0,65",1,"0,95",1,1,"0,75","0,4","0,8","0,4","0,6","0,75","0,75","0,75","0,75","0,5","0,65","0,9","0,6","0,7","0,85","0,75","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Veal,"Steamed, well done + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,6","0,7","0,75","0,8",1,1,"0,8","0,8","0,9","0,8","0,9","0,93","0,8",1,1,1,1,1,1,1,"0,9"
Veal,"Stew, braise, well done - Cooking liquid","0,92","0,75","0,75","0,75","0,75","0,75","0,95","0,95",1,"0,45","0,5","0,85","0,65","0,8",1,1,1,1,"0,75","0,45","0,85","0,45","0,6","0,8","0,75","0,75","0,75","0,6","0,65","0,9","0,7","0,7","0,85","0,75","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Veal,"Stew, braise, well done + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,6","0,75","0,85","0,8",1,1,"0,8","0,7","0,9","0,8","0,9","0,93","0,85",1,1,1,1,1,1,1,"0,85"
Veal,"Fry in pan, well done - Cooking liquid","0,95","0,75","0,75","0,75","0,75","0,75",1,1,1,"0,85","0,6","0,9","0,85","0,85","0,96",1,1,1,"0,55","0,45","0,85","0,45","0,7","0,75","0,55","0,55","0,55","0,8","0,85","0,9","0,8","0,9","0,9","0,85","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Veal,"Fry in pan, well done + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,6","0,75","0,85","0,8",1,1,"0,8","0,7","0,9","0,8","0,9","0,93","0,85",1,1,1,1,1,1,1,"0,85"
Veal,"Fry in oven, well done - Cooking liquid","0,95","0,75","0,75","0,75","0,75","0,75",1,1,1,"0,85","0,6","0,9","0,85","0,85","0,96",1,1,1,"0,55","0,45","0,85","0,45","0,7","0,75","0,55","0,55","0,55","0,8","0,85","0,9","0,8","0,9","0,9","0,85","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Veal,"Fry in oven, well done + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,6","0,75","0,85","0,8",1,1,"0,8","0,7","0,9","0,8","0,9","0,93","0,85",1,1,1,1,1,1,1,"0,85"
Veal,"Deep fry, well done","0,95",1,1,1,1,1,1,1,1,"0,85","0,6","0,9","0,85","0,85","0,96",1,1,1,"0,85","0,45","0,85","0,45","0,7","0,75","0,85","0,85","0,85","0,8","0,85","0,9","0,8","0,9","0,9","0,85","0,9","0,9","0,9","0,9","0,9","0,9","0,9","0,85"
Veal,"Fry in pan, breaded","0,98",1,1,1,1,1,"0,95","0,95",1,1,"0,9",1,1,"0,95",1,1,1,1,"0,75","0,85",1,"0,8","0,8","0,8","0,8",1,1,"0,9","0,85","0,9","0,9","0,95","0,9","0,9",1,1,1,1,1,1,1,"0,9"
Veal,"Fry in oven, breaded","0,98",1,1,1,1,1,"0,95","0,95",1,1,"0,9",1,1,"0,95",1,1,1,1,"0,75","0,85",1,"0,8","0,8","0,8","0,8",1,1,"0,9","0,85","0,9","0,9","0,95","0,9","0,9",1,1,1,1,1,1,1,"0,9"
Veal,"Deep fry, breaded","0,98",1,1,1,1,1,"0,95","0,95",1,1,"0,9",1,1,"0,95",1,1,1,1,"0,75","0,85",1,"0,8","0,8","0,8","0,8",1,1,"0,9","0,85","0,9","0,9","0,95","0,9","0,9",1,1,1,1,1,1,1,"0,9"
Pork,"Boiled, - Cooking liquid","0,9","0,75","0,75","0,75","0,75","0,75","0,9","0,9",1,"0,45","0,5","0,8","0,6","0,6",1,"0,95","0,8",1,"0,75","0,3","0,7","0,45","0,6","0,8","0,75","0,75","0,75","0,5","0,7",1,"0,5","0,7","0,9","0,8","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,85"
Pork,"Boiled,+ Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,65","0,8","0,8","0,8",1,1,"0,8","0,8",1,"0,85","0,9","0,95","0,85",1,1,1,1,1,1,1,"0,9"
Pork,"Steamed, - Cooking liquid","0,9","0,75","0,75","0,75","0,75","0,75","0,9","0,9",1,"0,45","0,5","0,8","0,6","0,6",1,"0,95","0,8",1,"0,75","0,3","0,7","0,45","0,6","0,8","0,75","0,75","0,75","0,5","0,7",1,"0,5","0,7","0,9","0,8","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,85"
Pork,"Steamed, + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,6",1,"0,65","0,8","0,8","0,8",1,1,"0,8","0,8",1,"0,85","0,9","0,95","0,85",1,1,1,1,1,1,1,"0,9"
Pork,"Stew, braise, - Cooking liquid","0,93","0,85","0,85","0,85","0,85","0,85","0,9","0,9",1,"0,5","0,55","0,85","0,65","0,65",1,1,"0,8",1,"0,8","0,45","0,75","0,45","0,6","0,75","0,8","0,85","0,85","0,5","0,7",1,"0,5","0,7","0,9","0,8","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,85"
Pork,"Stew, braise, + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,7",1,"0,6","0,8","0,8","0,8",1,1,"0,8","0,8",1,"0,8","0,9","0,95","0,85",1,1,1,1,1,1,1,"0,9"
Pork,"Fry in pan, - Cooking liquid","0,95","0,8","0,8","0,8","0,8","0,8","0,9","0,9",1,"0,85","0,6","0,9","0,85","0,85",1,1,1,1,"0,8","0,5","0,85","0,6","0,8","0,8","0,8","0,85","0,85","0,75","0,85",1,"0,8","0,9","0,9","0,85","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,9"
Pork,"Fry in pan, + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,7",1,"0,6","0,8","0,8","0,8",1,1,"0,8","0,8",1,"0,8","0,9","0,95","0,85",1,1,1,1,1,1,1,"0,9"
Pork,"Fry in oven, - Cooking liquid","0,95","0,8","0,8","0,8","0,8","0,8","0,9","0,9",1,"0,85","0,6","0,9","0,85","0,85",1,1,1,1,"0,8","0,5","0,85","0,6","0,8","0,8","0,8","0,85","0,85","0,75","0,85",1,"0,8","0,9","0,9","0,85","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,9"
Pork,"Fry in oven, + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,7",1,"0,6","0,8","0,8","0,8",1,1,"0,8","0,8",1,"0,8","0,9","0,95","0,85",1,1,1,1,1,1,1,"0,9"
Pork,Deep fry,"0,95","0,8","0,8","0,8","0,8","0,8","0,9","0,9",1,"0,85","0,6","0,9","0,85","0,85",1,1,1,1,"0,8","0,5","0,85","0,6","0,8","0,8","0,8","0,85","0,85","0,75","0,85",1,"0,8","0,9","0,9","0,85","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,9"
Pork,"Fry in pan, breaded","0,98",1,1,1,1,1,"0,95","0,95",1,1,"0,9",1,1,"0,95",1,1,1,1,"0,8","0,8",1,"0,8","0,9","0,8","0,8",1,1,"0,9","0,9",1,"0,9","0,95","0,95","0,9",1,1,1,1,1,1,1,"0,95"
Pork,"Fry in oven, breaded","0,98",1,1,1,1,1,"0,95","0,95",1,1,"0,9",1,1,"0,95",1,1,1,1,1,"0,8",1,"0,8","0,9","0,8",1,1,1,"0,9","0,9",1,"0,9","0,95","0,95","0,9",1,1,1,1,1,1,1,"0,95"
Pork,"Deep fry, breaded","0,98",1,1,1,1,1,"0,95","0,95",1,1,"0,9",1,1,"0,95",1,1,1,1,"0,8","0,8",1,"0,8","0,9","0,8","0,8",1,1,"0,9","0,9",1,"0,9","0,95","0,95","0,9",1,1,1,1,1,1,1,"0,95"
Pork roast,"Browned, simmer, - Cooking liquid","0,93","0,85","0,85","0,85","0,85","0,85","0,9","0,9",1,"0,7","0,75","0,8","0,65","0,65",1,1,1,1,"0,75","0,4","0,75","0,5","0,6","0,75","0,8","0,85","0,85","0,8","0,65",1,"0,5","0,7","0,9","0,8","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,85"
Pork roast,"Browned, simmer, + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,55","0,9","0,65","0,75","0,8",1,1,1,"0,95","0,7",1,"0,8","0,9","0,95","0,85",1,1,1,1,1,1,1,"0,9"
Pork chops,"Browned, simmer, - Cooking liquid","0,93","0,85","0,85","0,85","0,85","0,85","0,9","0,9",1,"0,7","0,75","0,8","0,65","0,65",1,1,1,1,"0,75","0,4","0,75","0,5","0,6","0,75","0,8","0,85","0,85","0,8","0,65",1,"0,5","0,7","0,9","0,8","0,95","0,95","0,95","0,95","0,95","0,95","0,95","0,85"
Pork chops,"Browned, simmer, + Cooking liquid","0,98","0,98","0,98","0,98","0,98","0,98",1,1,1,1,1,1,1,1,1,1,1,1,"0,8","0,55","0,9","0,65","0,75","0,8",1,1,1,"0,95","0,7",1,"0,8","0,9","0,95","0,85",1,1,1,1,1,1,1,"0,9"
